Supplier Type,Supplier Department,Supplier Role Title,Supplier Role Description,Benchmark Department,Benchmark Role Title,Benchmark Role Description,Benchmark Avg Rate,Confidence Score,Fully Loaded Rate,Rate Difference,Years of Experience,Estimated Hours,Currency,Total Rate,Threshold,Total Cost Difference
158866,technology solution,qa analyst,"qa analyst responsible ensuring quality functionality marketing software, websites, applications. conduct testing, identify defects, provide feedback improvement. collaborate developers, project managers, stakeholder deliver reliable user-friendly marketing solutions.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.32380703,133,-50.5,,1800,USD,239400,Low,0.0
158866,commerce strategy,commerce insight analyst,"commerce insight analyst analyze e-commerce data consumer behavior identify trends, opportunities, area improvement. provide insight optimize online sales, enhance customer experience, drive revenue growth. collaborate cross-functional team support e-commerce initiative achieve business objectives.",medium service,search supervisor,"supervises search marketing campaigns, analyzes search performance data, optimizes search marketing strategies.",158.0,0.3232766,90,-68.0,,1800,USD,162000,Low,0.0
158866,customer experience,user experience planner,"user experience planner responsible strategizing planning user experience across digital platforms. conduct research, analyze user behavior, develop user journey map information architecture. collaborate designers, developers, stakeholder align ux strategy business objective create engaging intuitive user experiences.",medium service,medium research manager,"manages medium research projects, collect analyzes medium data, provides insight medium planning strategy.",145.5,0.32272545,172,26.5,,1800,USD,309600,Low,47700.0
158866,pr service,senior account group supervisor,"senior account group supervisor oversee group account within marketing company. provide strategic guidance, foster client relationships, ensure successful execution account services. collaborate internal teams, manage resources, drive account growth profitability.",medium service,medium planning supervisor,"supervises medium planning processes, analyzes target audience market trends, develops medium plan strategies.",151.5,0.32266432,376,224.5,,1800,USD,676800,Low,404100.0
158866,design service,multimedia developer,"multimedia developer create interactive engaging multimedia content, including videos, animations, interactive presentations, more. use various software tool develop multimedia asset enhance user experience communication effectiveness. collaborate creative team deliver compelling multimedia content aligned marketing objectives.",medium service,medium planning supervisor,"supervises medium planning processes, analyzes target audience market trends, develops medium plan strategies.",151.5,0.3226172,166,14.5,,1800,USD,298800,Low,26100.0
158866,design service,multimedia developer,"multimedia developer create interactive engaging multimedia content, including videos, animations, interactive presentations, more. use various software tool develop multimedia asset enhance user experience communication effectiveness. collaborate creative team deliver compelling multimedia content aligned marketing objectives.",medium service,medium planner,"develops medium plans, conduct medium research analysis, negotiates medium buy placements.",117.0,0.32222196,166,49.0,,1800,USD,298800,Low,88200.0
158866,project coordination,junior project manager/project coordinator,"junior project managers/project coordinator assist planning, coordination, execution marketing projects. assist project scheduling, resource allocation, progress tracking. collaborate project manager team member ensure project objective met within allocated time resources.",social medium service,associate director social medium communication,"assist developing social medium communication strategies, manages social medium content campaigns, support social medium team achieving objectives.",214.5,0.32179314,120,-94.5,,1800,USD,216000,Low,0.0
158866,project coordination,junior project manager/project coordinator,"junior project managers/project coordinator assist planning, coordination, execution marketing projects. assist project scheduling, resource allocation, progress tracking. collaborate project manager team member ensure project objective met within allocated time resources.",social medium service,social medium strategist/planner,"develops social medium strategies, plan social medium campaigns, manages social medium content engagement initiatives.",145.5,0.32108104,120,-25.5,,1800,USD,216000,Low,0.0
158866,marketing analytics,digital metric analyst,"digital metric analyst focus measuring analyzing digital marketing performance. track interpret digital metric website traffic, conversion rates, engagement metrics. provide insight optimize digital campaigns, improve user experience, enhance overall digital marketing effectiveness.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.321008,146,-37.5,,1800,USD,262800,Low,0.0
158866,project coordination,traffic coordinator,"traffic coordinator manage flow work resource within marketing team. coordinate project schedules, assign tasks, ensure timely delivery project components. collaborate team member stakeholder optimize workflow efficiency support project execution.",medium service,medium planning supervisor,"supervises medium planning processes, analyzes target audience market trends, develops medium plan strategies.",151.5,0.31986216,131,-20.5,,1800,USD,235800,Low,0.0
158866,commerce strategy,group head,"group head oversee group account project within marketing company. provide leadership, strategic guidance, ensure successful delivery client services. collaborate internal teams, manage resources, drive account growth profitability.",medium service,medium director,"manages medium accounts, develops medium strategies, oversees medium planning, buying, optimization.",239.5,0.3196234,326,86.5,,1800,USD,586800,Low,155700.0
158866,design service,graphic designer,"graphic designer create visual design marketing materials. use design software develop layouts, typography, visual element align brand guideline marketing objectives. collaborate cross-functional team translate idea visually appealing impactful design resonate target audience.",medium service,medium buyer,"executes medium buys, manages medium vendor relationships, ensures accurate timely medium placements.",120.5,0.3192595,139,18.5,,1800,USD,250200,Low,33300.0
158866,account service,account management supervisor,"account management supervisor lead team account manager executives. provide guidance, support, strategic direction team. oversee client relationships, monitor account performance, ensure client satisfaction. collaborate internal department deliver integrated solution achieve account objectives.",medium service,medium buying supervisor,"supervises medium buying processes, negotiates medium rate contracts, ensures cost-effective medium placements.",156.0,0.3190891,202,46.0,,1800,USD,363600,Low,82800.0
158866,design studio,studio production specialist,"studio production specialist manage production process within studio setting. coordinate resources, schedules, equipment ensure efficient smooth operations. collaborate creative team stakeholder deliver high-quality studio productions, photo shoots, videos, audio recordings.",social medium service,social medium strategist/planner,"develops social medium strategies, plan social medium campaigns, manages social medium content engagement initiatives.",145.5,0.31827554,117,-28.5,,1800,USD,210600,Low,0.0
158866,design service,multimedia developer,"multimedia developer create interactive engaging multimedia content, including videos, animations, interactive presentations, more. use various software tool develop multimedia asset enhance user experience communication effectiveness. collaborate creative team deliver compelling multimedia content aligned marketing objectives.",medium service,associate medium director,"assist medium account management, support medium planning buying, contributes medium strategy development.",185.5,0.31738523,166,-19.5,,1800,USD,298800,Low,0.0
158866,design studio,studio production specialist,"studio production specialist manage production process within studio setting. coordinate resources, schedules, equipment ensure efficient smooth operations. collaborate creative team stakeholder deliver high-quality studio productions, photo shoots, videos, audio recordings.",medium service,medium research manager,"manages medium research projects, collect analyzes medium data, provides insight medium planning strategy.",145.5,0.31715772,117,-28.5,,1800,USD,210600,Low,0.0
158866,commerce strategy,commerce insight analyst,"commerce insight analyst analyze e-commerce data consumer behavior identify trends, opportunities, area improvement. provide insight optimize online sales, enhance customer experience, drive revenue growth. collaborate cross-functional team support e-commerce initiative achieve business objectives.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.3170728,90,-93.5,,1800,USD,162000,Low,0.0
158866,customer experience,user experience planner,"user experience planner responsible strategizing planning user experience across digital platforms. conduct research, analyze user behavior, develop user journey map information architecture. collaborate designers, developers, stakeholder align ux strategy business objective create engaging intuitive user experiences.",medium service,search supervisor,"supervises search marketing campaigns, analyzes search performance data, optimizes search marketing strategies.",158.0,0.3166765,172,14.0,,1800,USD,309600,Low,25200.0
158866,technology solution,qa analyst,"qa analyst responsible ensuring quality functionality marketing software, websites, applications. conduct testing, identify defects, provide feedback improvement. collaborate developers, project managers, stakeholder deliver reliable user-friendly marketing solutions.",social medium service,social medium analyst,"analyzes social medium data metrics, provides insight recommendations, optimizes social medium performance.",114.5,0.31447127,133,18.5,,1800,USD,239400,Low,33300.0
158866,account service,account management supervisor,"account management supervisor lead team account manager executives. provide guidance, support, strategic direction team. oversee client relationships, monitor account performance, ensure client satisfaction. collaborate internal department deliver integrated solution achieve account objectives.",medium service,medium planning supervisor,"supervises medium planning processes, analyzes target audience market trends, develops medium plan strategies.",151.5,0.3139,202,50.5,,1800,USD,363600,Low,90900.0
158866,commerce strategy,commerce insight analyst,"commerce insight analyst analyze e-commerce data consumer behavior identify trends, opportunities, area improvement. provide insight optimize online sales, enhance customer experience, drive revenue growth. collaborate cross-functional team support e-commerce initiative achieve business objectives.",medium service,chief medium research officer/media research director,"set medium research strategy, oversees medium research initiatives, provides market insight audience analysis.",337.5,0.31354094,90,-247.5,,1800,USD,162000,Low,0.0
158866,marketing analytics,marketing data analyst,"marketing data analyst collect, analyze, interpret marketing data generate insight support decision-making. use statistical technique data visualization tool identify trends, measure campaign effectiveness, provide recommendation marketing strategies. work closely stakeholder understand data requirement contribute data-driven marketing initiatives.",medium service,medium planner,"develops medium plans, conduct medium research analysis, negotiates medium buy placements.",117.0,0.3132481,132,15.0,,1800,USD,237600,Low,27000.0
158866,project coordination,traffic coordinator,"traffic coordinator manage flow work resource within marketing team. coordinate project schedules, assign tasks, ensure timely delivery project components. collaborate team member stakeholder optimize workflow efficiency support project execution.",medium service,search supervisor,"supervises search marketing campaigns, analyzes search performance data, optimizes search marketing strategies.",158.0,0.31322986,131,-27.0,,1800,USD,235800,Low,0.0
158866,technology solution,head technology,"head technology oversees technology department within marketing company. provide leadership, set technology strategies, manage technology-related operation initiatives. collaborate cross-functional team support business objectives, drive digital transformation, ensure effective use technology resources.",medium service,search director,"set search marketing strategy, oversees search campaigns, ensures effective search engine optimization advertising.",249.0,0.31270218,282,33.0,,1800,USD,507600,Low,59400.0
158866,commerce strategy,group head,"group head oversee group account project within marketing company. provide leadership, strategic guidance, ensure successful delivery client services. collaborate internal teams, manage resources, drive account growth profitability.",social medium service,senior social medium strategist,"develops advanced social medium strategies, conduct social medium audits, provides strategic guidance social medium campaigns.",164.0,0.31164163,326,162.0,,1800,USD,586800,Low,291600.0
158866,copy editing,copy proofreader,"copy proofreader review edit written content ensure accuracy, clarity, adherence brand guideline grammar rules. check spelling, punctuation, formatting errors, suggest improvement enhance readability consistency. collaborate writer editor produce error-free polished marketing materials.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.3115753,108,-75.5,,1800,USD,194400,Low,0.0
158866,customer experience,user experience writer,"user experience writer focus crafting clear concise content enhances user experience. develop user interface (ui) copy, product descriptions, instructional content, more. collaborate ux designers, researchers, developer ensure cohesive user-friendly interaction digital product services.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.31036377,130,-53.5,,1800,USD,234000,Low,0.0
158866,account service,account management executive,"account management executive support account management team maintaining client relationship meeting needs. assist project coordination, communication clients, ensuring timely delivery services. may also participate account planning contribute client strategy development.",medium service,executive medium director,"set medium strategy direction, oversees medium planning buying activities, ensures effective medium campaign roi.",405.0,0.30993703,116,-289.0,,1800,USD,208800,Low,0.0
158866,technology solution,qa analyst,"qa analyst responsible ensuring quality functionality marketing software, websites, applications. conduct testing, identify defects, provide feedback improvement. collaborate developers, project managers, stakeholder deliver reliable user-friendly marketing solutions.",medium service,medium planner,"develops medium plans, conduct medium research analysis, negotiates medium buy placements.",117.0,0.3090882,133,16.0,,1800,USD,239400,Low,28800.0
158866,project coordination,junior project manager/project coordinator,"junior project managers/project coordinator assist planning, coordination, execution marketing projects. assist project scheduling, resource allocation, progress tracking. collaborate project manager team member ensure project objective met within allocated time resources.",medium service,medium director,"manages medium accounts, develops medium strategies, oversees medium planning, buying, optimization.",239.5,0.3089187,120,-119.5,,1800,USD,216000,Low,0.0
158866,technology solution,qa analyst,"qa analyst responsible ensuring quality functionality marketing software, websites, applications. conduct testing, identify defects, provide feedback improvement. collaborate developers, project managers, stakeholder deliver reliable user-friendly marketing solutions.",medium service,search director,"set search marketing strategy, oversees search campaigns, ensures effective search engine optimization advertising.",249.0,0.308788,133,-116.0,,1800,USD,239400,Low,0.0
158866,design service,multimedia developer,"multimedia developer create interactive engaging multimedia content, including videos, animations, interactive presentations, more. use various software tool develop multimedia asset enhance user experience communication effectiveness. collaborate creative team deliver compelling multimedia content aligned marketing objectives.",medium service,search marketing specialist,"implement search marketing campaigns, conduct keyword research, optimizes search engine advertising optimization.",120.0,0.30846527,166,46.0,,1800,USD,298800,Low,82800.0
158866,project coordination,junior project manager/project coordinator,"junior project managers/project coordinator assist planning, coordination, execution marketing projects. assist project scheduling, resource allocation, progress tracking. collaborate project manager team member ensure project objective met within allocated time resources.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.30832902,120,-63.5,,1800,USD,216000,Low,0.0
158866,marketing analytics,digital metric analyst,"digital metric analyst focus measuring analyzing digital marketing performance. track interpret digital metric website traffic, conversion rates, engagement metrics. provide insight optimize digital campaigns, improve user experience, enhance overall digital marketing effectiveness.",social medium service,director community management,"set community management strategy, oversees community engagement growth, ensures effective brand presence reputation management online communities.",282.0,0.3079162,146,-136.0,,1800,USD,262800,Low,0.0
158866,project coordination,junior project manager/project coordinator,"junior project managers/project coordinator assist planning, coordination, execution marketing projects. assist project scheduling, resource allocation, progress tracking. collaborate project manager team member ensure project objective met within allocated time resources.",medium service,group medium director,"manages group medium accounts, provides strategic guidance, oversees execution medium campaigns.",302.5,0.30697283,120,-182.5,,1800,USD,216000,Low,0.0
158866,design service,multimedia developer,"multimedia developer create interactive engaging multimedia content, including videos, animations, interactive presentations, more. use various software tool develop multimedia asset enhance user experience communication effectiveness. collaborate creative team deliver compelling multimedia content aligned marketing objectives.",medium service,digital medium director,"set digital medium strategy, oversees digital medium campaigns, drive online advertising engagement initiatives.",259.5,0.30667406,166,-93.5,,1800,USD,298800,Low,0.0
158866,design service,multimedia developer,"multimedia developer create interactive engaging multimedia content, including videos, animations, interactive presentations, more. use various software tool develop multimedia asset enhance user experience communication effectiveness. collaborate creative team deliver compelling multimedia content aligned marketing objectives.",medium service,medium research manager,"manages medium research projects, collect analyzes medium data, provides insight medium planning strategy.",145.5,0.30626804,166,20.5,,1800,USD,298800,Low,36900.0
158866,commerce strategy,commerce insight analyst,"commerce insight analyst analyze e-commerce data consumer behavior identify trends, opportunities, area improvement. provide insight optimize online sales, enhance customer experience, drive revenue growth. collaborate cross-functional team support e-commerce initiative achieve business objectives.",social medium service,senior social medium strategist,"develops advanced social medium strategies, conduct social medium audits, provides strategic guidance social medium campaigns.",164.0,0.3060099,90,-74.0,,1800,USD,162000,Low,0.0
158866,project coordination,traffic coordinator,"traffic coordinator manage flow work resource within marketing team. coordinate project schedules, assign tasks, ensure timely delivery project components. collaborate team member stakeholder optimize workflow efficiency support project execution.",medium service,group medium director,"manages group medium accounts, provides strategic guidance, oversees execution medium campaigns.",302.5,0.30598074,131,-171.5,,1800,USD,235800,Low,0.0
158866,commerce strategy,group head,"group head oversee group account project within marketing company. provide leadership, strategic guidance, ensure successful delivery client services. collaborate internal teams, manage resources, drive account growth profitability.",medium service,chief medium research officer/media research director,"set medium research strategy, oversees medium research initiatives, provides market insight audience analysis.",337.5,0.30500263,326,-11.5,,1800,USD,586800,Low,0.0
158866,content creation,motion graphic artist,"motion graphic artist create visually engaging dynamic animations, videos, visual effects. use specialized software tool bring concept life enhance overall visual appeal marketing materials. collaborate creative team develop compelling motion graphic align marketing objective brand identity.",medium service,medium research analyst,"conduct medium research, analyzes audience market data, generates report recommendation medium campaigns.",104.0,0.30487728,152,48.0,,1800,USD,273600,Low,86400.0
158866,project coordination,junior project manager/project coordinator,"junior project managers/project coordinator assist planning, coordination, execution marketing projects. assist project scheduling, resource allocation, progress tracking. collaborate project manager team member ensure project objective met within allocated time resources.",medium service,medium planning supervisor,"supervises medium planning processes, analyzes target audience market trends, develops medium plan strategies.",151.5,0.30460054,120,-31.5,,1800,USD,216000,Low,0.0
158866,marketing analytics,digital metric analyst,"digital metric analyst focus measuring analyzing digital marketing performance. track interpret digital metric website traffic, conversion rates, engagement metrics. provide insight optimize digital campaigns, improve user experience, enhance overall digital marketing effectiveness.",medium service,medium research manager,"manages medium research projects, collect analyzes medium data, provides insight medium planning strategy.",145.5,0.3044992,146,0.5,,1800,USD,262800,Low,900.0
158866,design service,multimedia developer,"multimedia developer create interactive engaging multimedia content, including videos, animations, interactive presentations, more. use various software tool develop multimedia asset enhance user experience communication effectiveness. collaborate creative team deliver compelling multimedia content aligned marketing objectives.",social medium service,associate director social medium communication,"assist developing social medium communication strategies, manages social medium content campaigns, support social medium team achieving objectives.",214.5,0.30419245,166,-48.5,,1800,USD,298800,Low,0.0
158866,account service,group account head,"group account head lead group account responsible overall account management. develop implement account strategies, oversee client relationships, ensure client satisfaction. collaborate internal team deliver integrated solutions, drive revenue growth, maintain high level client service.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.30284876,315,131.5,,1800,USD,567000,Low,236700.0
158866,content creation,motion graphic artist,"motion graphic artist create visually engaging dynamic animations, videos, visual effects. use specialized software tool bring concept life enhance overall visual appeal marketing materials. collaborate creative team develop compelling motion graphic align marketing objective brand identity.",social medium service,social medium copywriter,"creates compelling engaging social medium content, writes copy social medium posts, ensures brand consistency.",139.0,0.30202973,152,13.0,,1800,USD,273600,Low,23400.0
158866,content creation,motion graphic artist,"motion graphic artist create visually engaging dynamic animations, videos, visual effects. use specialized software tool bring concept life enhance overall visual appeal marketing materials. collaborate creative team develop compelling motion graphic align marketing objective brand identity.",social medium service,blogger,"creates maintains blog content, writes article posts, manages blog engagement promotion.",111.5,0.30153754,152,40.5,,1800,USD,273600,Low,72900.0
158866,copy editing,copy proofreader,"copy proofreader review edit written content ensure accuracy, clarity, adherence brand guideline grammar rules. check spelling, punctuation, formatting errors, suggest improvement enhance readability consistency. collaborate writer editor produce error-free polished marketing materials.",social medium service,blogger,"creates maintains blog content, writes article posts, manages blog engagement promotion.",111.5,0.30123672,108,-3.5,,1800,USD,194400,Low,0.0
158866,commerce strategy,commerce insight analyst,"commerce insight analyst analyze e-commerce data consumer behavior identify trends, opportunities, area improvement. provide insight optimize online sales, enhance customer experience, drive revenue growth. collaborate cross-functional team support e-commerce initiative achieve business objectives.",social medium service,director community management,"set community management strategy, oversees community engagement growth, ensures effective brand presence reputation management online communities.",282.0,0.30096853,90,-192.0,,1800,USD,162000,Low,0.0
158866,project coordination,junior project manager/project coordinator,"junior project managers/project coordinator assist planning, coordination, execution marketing projects. assist project scheduling, resource allocation, progress tracking. collaborate project manager team member ensure project objective met within allocated time resources.",medium service,medium planner,"develops medium plans, conduct medium research analysis, negotiates medium buy placements.",117.0,0.30062062,120,3.0,,1800,USD,216000,Low,5400.0
158866,account service,account management executive,"account management executive support account management team maintaining client relationship meeting needs. assist project coordination, communication clients, ensuring timely delivery services. may also participate account planning contribute client strategy development.",social medium service,social medium strategist/planner,"develops social medium strategies, plan social medium campaigns, manages social medium content engagement initiatives.",145.5,0.30002406,116,-29.5,,1800,USD,208800,Low,0.0
158866,design service,multimedia developer,"multimedia developer create interactive engaging multimedia content, including videos, animations, interactive presentations, more. use various software tool develop multimedia asset enhance user experience communication effectiveness. collaborate creative team deliver compelling multimedia content aligned marketing objectives.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.29936573,166,-17.5,,1800,USD,298800,Low,0.0
158866,project coordination,traffic coordinator,"traffic coordinator manage flow work resource within marketing team. coordinate project schedules, assign tasks, ensure timely delivery project components. collaborate team member stakeholder optimize workflow efficiency support project execution.",medium service,medium planner,"develops medium plans, conduct medium research analysis, negotiates medium buy placements.",117.0,0.2987882,131,14.0,,1800,USD,235800,Low,25200.0
158866,account service,group account head,"group account head lead group account responsible overall account management. develop implement account strategies, oversee client relationships, ensure client satisfaction. collaborate internal team deliver integrated solutions, drive revenue growth, maintain high level client service.",medium service,executive medium director,"set medium strategy direction, oversees medium planning buying activities, ensures effective medium campaign roi.",405.0,0.29877818,315,-90.0,,1800,USD,567000,Low,0.0
158866,project coordination,junior project manager/project coordinator,"junior project managers/project coordinator assist planning, coordination, execution marketing projects. assist project scheduling, resource allocation, progress tracking. collaborate project manager team member ensure project objective met within allocated time resources.",medium service,associate medium director,"assist medium account management, support medium planning buying, contributes medium strategy development.",185.5,0.29844463,120,-65.5,,1800,USD,216000,Low,0.0
158866,project coordination,traffic coordinator,"traffic coordinator manage flow work resource within marketing team. coordinate project schedules, assign tasks, ensure timely delivery project components. collaborate team member stakeholder optimize workflow efficiency support project execution.",social medium service,social medium strategist/planner,"develops social medium strategies, plan social medium campaigns, manages social medium content engagement initiatives.",145.5,0.29591012,131,-14.5,,1800,USD,235800,Low,0.0
158866,design studio,studio production specialist,"studio production specialist manage production process within studio setting. coordinate resources, schedules, equipment ensure efficient smooth operations. collaborate creative team stakeholder deliver high-quality studio productions, photo shoots, videos, audio recordings.",medium service,group medium director,"manages group medium accounts, provides strategic guidance, oversees execution medium campaigns.",302.5,0.2953015,117,-185.5,,1800,USD,210600,Low,0.0
158866,account service,group account head,"group account head lead group account responsible overall account management. develop implement account strategies, oversee client relationships, ensure client satisfaction. collaborate internal team deliver integrated solutions, drive revenue growth, maintain high level client service.",social medium service,senior social medium strategist,"develops advanced social medium strategies, conduct social medium audits, provides strategic guidance social medium campaigns.",164.0,0.29392305,315,151.0,,1800,USD,567000,Low,271800.0
158866,customer experience,user experience writer,"user experience writer focus crafting clear concise content enhances user experience. develop user interface (ui) copy, product descriptions, instructional content, more. collaborate ux designers, researchers, developer ensure cohesive user-friendly interaction digital product services.",medium service,medium research analyst,"conduct medium research, analyzes audience market data, generates report recommendation medium campaigns.",104.0,0.29262418,130,26.0,,1800,USD,234000,Low,46800.0
158866,design service,multimedia developer,"multimedia developer create interactive engaging multimedia content, including videos, animations, interactive presentations, more. use various software tool develop multimedia asset enhance user experience communication effectiveness. collaborate creative team deliver compelling multimedia content aligned marketing objectives.",medium service,chief medium research officer/media research director,"set medium research strategy, oversees medium research initiatives, provides market insight audience analysis.",337.5,0.2915191,166,-171.5,,1800,USD,298800,Low,0.0
158866,customer experience,user experience writer,"user experience writer focus crafting clear concise content enhances user experience. develop user interface (ui) copy, product descriptions, instructional content, more. collaborate ux designers, researchers, developer ensure cohesive user-friendly interaction digital product services.",medium service,medium buyer,"executes medium buys, manages medium vendor relationships, ensures accurate timely medium placements.",120.5,0.29122669,130,9.5,,1800,USD,234000,Low,17100.0
158866,project coordination,traffic coordinator,"traffic coordinator manage flow work resource within marketing team. coordinate project schedules, assign tasks, ensure timely delivery project components. collaborate team member stakeholder optimize workflow efficiency support project execution.",medium service,search marketing specialist,"implement search marketing campaigns, conduct keyword research, optimizes search engine advertising optimization.",120.0,0.29082426,131,11.0,,1800,USD,235800,Low,19800.0
158866,content creation,cinematographer,"cinematographer responsible capturing high-quality video footage. operate cameras, set lighting equipment, frame shots, ensure visual consistency storytelling. collaborate directors, producers, team member capture compelling visuals align creative vision project requirements.",medium service,medium director,"manages medium accounts, develops medium strategies, oversees medium planning, buying, optimization.",239.5,0.2881907,153,-86.5,,1800,USD,275400,Low,0.0
158866,design studio,studio production specialist,"studio production specialist manage production process within studio setting. coordinate resources, schedules, equipment ensure efficient smooth operations. collaborate creative team stakeholder deliver high-quality studio productions, photo shoots, videos, audio recordings.",medium service,executive medium director,"set medium strategy direction, oversees medium planning buying activities, ensures effective medium campaign roi.",405.0,0.2852071,117,-288.0,,1800,USD,210600,Low,0.0
158866,project coordination,junior project manager/project coordinator,"junior project managers/project coordinator assist planning, coordination, execution marketing projects. assist project scheduling, resource allocation, progress tracking. collaborate project manager team member ensure project objective met within allocated time resources.",medium service,search supervisor,"supervises search marketing campaigns, analyzes search performance data, optimizes search marketing strategies.",158.0,0.28376502,120,-38.0,,1800,USD,216000,Low,0.0
158866,design studio,studio production specialist,"studio production specialist manage production process within studio setting. coordinate resources, schedules, equipment ensure efficient smooth operations. collaborate creative team stakeholder deliver high-quality studio productions, photo shoots, videos, audio recordings.",social medium service,community manager,"manages online communities, engages follower influencers, foster brand advocacy community growth.",140.0,0.28324717,117,-23.0,,1800,USD,210600,Low,0.0
158866,project coordination,traffic coordinator,"traffic coordinator manage flow work resource within marketing team. coordinate project schedules, assign tasks, ensure timely delivery project components. collaborate team member stakeholder optimize workflow efficiency support project execution.",medium service,medium director,"manages medium accounts, develops medium strategies, oversees medium planning, buying, optimization.",239.5,0.28209612,131,-108.5,,1800,USD,235800,Low,0.0
158866,project coordination,traffic coordinator,"traffic coordinator manage flow work resource within marketing team. coordinate project schedules, assign tasks, ensure timely delivery project components. collaborate team member stakeholder optimize workflow efficiency support project execution.",medium service,associate medium director,"assist medium account management, support medium planning buying, contributes medium strategy development.",185.5,0.27737615,131,-54.5,,1800,USD,235800,Low,0.0
158866,content creation,cinematographer,"cinematographer responsible capturing high-quality video footage. operate cameras, set lighting equipment, frame shots, ensure visual consistency storytelling. collaborate directors, producers, team member capture compelling visuals align creative vision project requirements.",medium service,chief medium research officer/media research director,"set medium research strategy, oversees medium research initiatives, provides market insight audience analysis.",337.5,0.276353,153,-184.5,,1800,USD,275400,Low,0.0
158866,commerce strategy,group head,"group head oversee group account project within marketing company. provide leadership, strategic guidance, ensure successful delivery client services. collaborate internal teams, manage resources, drive account growth profitability.",medium service,medium planning supervisor,"supervises medium planning processes, analyzes target audience market trends, develops medium plan strategies.",151.5,0.27557448,326,174.5,,1800,USD,586800,Low,314100.0
158866,commerce strategy,group head,"group head oversee group account project within marketing company. provide leadership, strategic guidance, ensure successful delivery client services. collaborate internal teams, manage resources, drive account growth profitability.",social medium service,influencer,"collaborates influencers, manages influencer partnerships, executes influencer marketing campaigns.",183.5,0.2754813,326,142.5,,1800,USD,586800,Low,256500.0
158866,content creation,motion graphic artist,"motion graphic artist create visually engaging dynamic animations, videos, visual effects. use specialized software tool bring concept life enhance overall visual appeal marketing materials. collaborate creative team develop compelling motion graphic align marketing objective brand identity.",social medium service,director community management,"set community management strategy, oversees community engagement growth, ensures effective brand presence reputation management online communities.",282.0,0.27514163,152,-130.0,,1800,USD,273600,Low,0.0
158866,content creation,cinematographer,"cinematographer responsible capturing high-quality video footage. operate cameras, set lighting equipment, frame shots, ensure visual consistency storytelling. collaborate directors, producers, team member capture compelling visuals align creative vision project requirements.",social medium service,blogger,"creates maintains blog content, writes article posts, manages blog engagement promotion.",111.5,0.27471143,153,41.5,,1800,USD,275400,Low,74700.0
158866,content creation,motion graphic artist,"motion graphic artist create visually engaging dynamic animations, videos, visual effects. use specialized software tool bring concept life enhance overall visual appeal marketing materials. collaborate creative team develop compelling motion graphic align marketing objective brand identity.",social medium service,associate director social medium communication,"assist developing social medium communication strategies, manages social medium content campaigns, support social medium team achieving objectives.",214.5,0.27468145,152,-62.5,,1800,USD,273600,Low,0.0
158866,content creation,cinematographer,"cinematographer responsible capturing high-quality video footage. operate cameras, set lighting equipment, frame shots, ensure visual consistency storytelling. collaborate directors, producers, team member capture compelling visuals align creative vision project requirements.",social medium service,social medium strategist/planner,"develops social medium strategies, plan social medium campaigns, manages social medium content engagement initiatives.",145.5,0.2733413,153,7.5,,1800,USD,275400,Low,13500.0
158866,content creation,motion graphic artist,"motion graphic artist create visually engaging dynamic animations, videos, visual effects. use specialized software tool bring concept life enhance overall visual appeal marketing materials. collaborate creative team develop compelling motion graphic align marketing objective brand identity.",social medium service,community manager,"manages online communities, engages follower influencers, foster brand advocacy community growth.",140.0,0.26964802,152,12.0,,1800,USD,273600,Low,21600.0
158866,content creation,motion graphic artist,"motion graphic artist create visually engaging dynamic animations, videos, visual effects. use specialized software tool bring concept life enhance overall visual appeal marketing materials. collaborate creative team develop compelling motion graphic align marketing objective brand identity.",medium service,search supervisor,"supervises search marketing campaigns, analyzes search performance data, optimizes search marketing strategies.",158.0,0.26786327,152,-6.0,,1800,USD,273600,Low,0.0
158866,account service,group account head,"group account head lead group account responsible overall account management. develop implement account strategies, oversee client relationships, ensure client satisfaction. collaborate internal team deliver integrated solutions, drive revenue growth, maintain high level client service.",social medium service,community manager,"manages online communities, engages follower influencers, foster brand advocacy community growth.",140.0,0.26577982,315,175.0,,1800,USD,567000,Low,315000.0
158866,customer experience,user experience writer,"user experience writer focus crafting clear concise content enhances user experience. develop user interface (ui) copy, product descriptions, instructional content, more. collaborate ux designers, researchers, developer ensure cohesive user-friendly interaction digital product services.",social medium service,director community management,"set community management strategy, oversees community engagement growth, ensures effective brand presence reputation management online communities.",282.0,0.26024392,130,-152.0,,1800,USD,234000,Low,0.0
